year,year_annotation,race,race_annotation,number,income,percent
1992,13,"WHITE, NOT HISPANIC",25,75107,150 000 to 199 999,5.3
1992,13,"WHITE, NOT HISPANIC",25,75107,200 000 and over,4
1991,NA,"WHITE, NOT HISPANIC",25,75625,under 15 000,9.2
1991,NA,"WHITE, NOT HISPANIC",25,75625,15 000 to 24 999,9.6
1991,NA,"WHITE, NOT HISPANIC",25,75625,25 000 to 34 999,9.4
1991,NA,"WHITE, NOT HISPANIC",25,75625,35 000 to 49 999,13.9
1991,NA,"WHITE, NOT HISPANIC",25,75625,50 000 to 74 999,19.6
1991,NA,"WHITE, NOT HISPANIC",25,75625,75 000 to 99 999,14.3
1991,NA,"WHITE, NOT HISPANIC",25,75625,100 000 to 149 999,15
1991,NA,"WHITE, NOT HISPANIC",25,75625,150 000 to 199 999,5.4
1991,NA,"WHITE, NOT HISPANIC",25,75625,200 000 and over,3.7
1990,NA,"WHITE, NOT HISPANIC",25,75035,under 15 000,8.8
1990,NA,"WHITE, NOT HISPANIC",25,75035,15 000 to 24 999,9.2
1990,NA,"WHITE, NOT HISPANIC",25,75035,25 000 to 34 999,9.2
1990,NA,"WHITE, NOT HISPANIC",25,75035,35 000 to 49 999,13.8
1990,NA,"WHITE, NOT HISPANIC",25,75035,50 000 to 74 999,20
1990,NA,"WHITE, NOT HISPANIC",25,75035,75 000 to 99 999,14.5
1990,NA,"WHITE, NOT HISPANIC",25,75035,100 000 to 149 999,15.1
1990,NA,"WHITE, NOT HISPANIC",25,75035,150 000 to 199 999,5.3
1990,NA,"WHITE, NOT HISPANIC",25,75035,200 000 and over,4.1
1989,NA,"WHITE, NOT HISPANIC",25,74495,under 15 000,8.5
1989,NA,"WHITE, NOT HISPANIC",25,74495,15 000 to 24 999,9.4
1989,NA,"WHITE, NOT HISPANIC",25,74495,25 000 to 34 999,9.2
1989,NA,"WHITE, NOT HISPANIC",25,74495,35 000 to 49 999,13.1
1989,NA,"WHITE, NOT HISPANIC",25,74495,50 000 to 74 999,19.6
1989,NA,"WHITE, NOT HISPANIC",25,74495,75 000 to 99 999,14.7
1989,NA,"WHITE, NOT HISPANIC",25,74495,100 000 to 149 999,15.4
1989,NA,"WHITE, NOT HISPANIC",25,74495,150 000 to 199 999,5.6
1989,NA,"WHITE, NOT HISPANIC",25,74495,200 000 and over,4.4
1988,NA,"WHITE, NOT HISPANIC",25,74067,under 15 000,9.1
1988,NA,"WHITE, NOT HISPANIC",25,74067,15 000 to 24 999,8.7
1988,NA,"WHITE, NOT HISPANIC",25,74067,25 000 to 34 999,9.5
1988,NA,"WHITE, NOT HISPANIC",25,74067,35 000 to 49 999,12.9
1988,NA,"WHITE, NOT HISPANIC",25,74067,50 000 to 74 999,20.1
1988,NA,"WHITE, NOT HISPANIC",25,74067,75 000 to 99 999,14.8
1988,NA,"WHITE, NOT HISPANIC",25,74067,100 000 to 149 999,15.6
1988,NA,"WHITE, NOT HISPANIC",25,74067,150 000 to 199 999,5.3
1988,NA,"WHITE, NOT HISPANIC",25,74067,200 000 and over,4
1987,14,"WHITE, NOT HISPANIC",25,73120,under 15 000,9.2
1987,14,"WHITE, NOT HISPANIC",25,73120,15 000 to 24 999,9.1
1987,14,"WHITE, NOT HISPANIC",25,73120,25 000 to 34 999,9.5
1987,14,"WHITE, NOT HISPANIC",25,73120,35 000 to 49 999,13.3
1987,14,"WHITE, NOT HISPANIC",25,73120,50 000 to 74 999,19.6
1987,14,"WHITE, NOT HISPANIC",25,73120,75 000 to 99 999,15.2
1987,14,"WHITE, NOT HISPANIC",25,73120,100 000 to 149 999,15.2
1987,14,"WHITE, NOT HISPANIC",25,73120,150 000 to 199 999,5.1
1987,14,"WHITE, NOT HISPANIC",25,73120,200 000 and over,3.7
1986,NA,"WHITE, NOT HISPANIC",25,72067,under 15 000,9.9
1986,NA,"WHITE, NOT HISPANIC",25,72067,15 000 to 24 999,9.2
1986,NA,"WHITE, NOT HISPANIC",25,72067,25 000 to 34 999,9.4
1986,NA,"WHITE, NOT HISPANIC",25,72067,35 000 to 49 999,13.5
1986,NA,"WHITE, NOT HISPANIC",25,72067,50 000 to 74 999,20
1986,NA,"WHITE, NOT HISPANIC",25,72067,75 000 to 99 999,14.8
1986,NA,"WHITE, NOT HISPANIC",25,72067,100 000 to 149 999,14.9
1986,NA,"WHITE, NOT HISPANIC",25,72067,150 000 to 199 999,4.9
1986,NA,"WHITE, NOT HISPANIC",25,72067,200 000 and over,3.6
1985,15,"WHITE, NOT HISPANIC",25,71540,under 15 000,10.1
1985,15,"WHITE, NOT HISPANIC",25,71540,15 000 to 24 999,9.6
1985,15,"WHITE, NOT HISPANIC",25,71540,25 000 to 34 999,9.7
1985,15,"WHITE, NOT HISPANIC",25,71540,35 000 to 49 999,14.1
1985,15,"WHITE, NOT HISPANIC",25,71540,50 000 to 74 999,20.4
1985,15,"WHITE, NOT HISPANIC",25,71540,75 000 to 99 999,14.5
1985,15,"WHITE, NOT HISPANIC",25,71540,100 000 to 149 999,14.2
1985,15,"WHITE, NOT HISPANIC",25,71540,150 000 to 199 999,4.4
1985,15,"WHITE, NOT HISPANIC",25,71540,200 000 and over,3
1984,16,"WHITE, NOT HISPANIC",25,70586,under 15 000,10
1984,16,"WHITE, NOT HISPANIC",25,70586,15 000 to 24 999,9.9
1984,16,"WHITE, NOT HISPANIC",25,70586,25 000 to 34 999,9.7
1984,16,"WHITE, NOT HISPANIC",25,70586,35 000 to 49 999,14.7
1984,16,"WHITE, NOT HISPANIC",25,70586,50 000 to 74 999,20.4
1984,16,"WHITE, NOT HISPANIC",25,70586,75 000 to 99 999,14.7
1984,16,"WHITE, NOT HISPANIC",25,70586,100 000 to 149 999,13.7
1984,16,"WHITE, NOT HISPANIC",25,70586,150 000 to 199 999,4.2
1984,16,"WHITE, NOT HISPANIC",25,70586,200 000 and over,2.8
1983,NA,"WHITE, NOT HISPANIC",25,69648,under 15 000,10.4
1983,NA,"WHITE, NOT HISPANIC",25,69648,15 000 to 24 999,10
1983,NA,"WHITE, NOT HISPANIC",25,69648,25 000 to 34 999,10.2
1983,NA,"WHITE, NOT HISPANIC",25,69648,35 000 to 49 999,14.9
1983,NA,"WHITE, NOT HISPANIC",25,69648,50 000 to 74 999,21
1983,NA,"WHITE, NOT HISPANIC",25,69648,75 000 to 99 999,14.2
1983,NA,"WHITE, NOT HISPANIC",25,69648,100 000 to 149 999,13
1983,NA,"WHITE, NOT HISPANIC",25,69648,150 000 to 199 999,3.8
1983,NA,"WHITE, NOT HISPANIC",25,69648,200 000 and over,2.6
1982,NA,"WHITE, NOT HISPANIC",25,69214,under 15 000,10.7
1982,NA,"WHITE, NOT HISPANIC",25,69214,15 000 to 24 999,9.9
1982,NA,"WHITE, NOT HISPANIC",25,69214,25 000 to 34 999,10.4
1982,NA,"WHITE, NOT HISPANIC",25,69214,35 000 to 49 999,14.6
1982,NA,"WHITE, NOT HISPANIC",25,69214,50 000 to 74 999,21.4
1982,NA,"WHITE, NOT HISPANIC",25,69214,75 000 to 99 999,14.3
1982,NA,"WHITE, NOT HISPANIC",25,69214,100 000 to 149 999,12.8
1982,NA,"WHITE, NOT HISPANIC",25,69214,150 000 to 199 999,3.7
1982,NA,"WHITE, NOT HISPANIC",25,69214,200 000 and over,2.3
1981,NA,"WHITE, NOT HISPANIC",25,68996,under 15 000,10.5
1981,NA,"WHITE, NOT HISPANIC",25,68996,15 000 to 24 999,10
1981,NA,"WHITE, NOT HISPANIC",25,68996,25 000 to 34 999,10.6
1981,NA,"WHITE, NOT HISPANIC",25,68996,35 000 to 49 999,14.3
1981,NA,"WHITE, NOT HISPANIC",25,68996,50 000 to 74 999,21.2
1981,NA,"WHITE, NOT HISPANIC",25,68996,75 000 to 99 999,15
1981,NA,"WHITE, NOT HISPANIC",25,68996,100 000 to 149 999,12.8
1981,NA,"WHITE, NOT HISPANIC",25,68996,150 000 to 199 999,3.5
1981,NA,"WHITE, NOT HISPANIC",25,68996,200 000 and over,2.1
1980,NA,"WHITE, NOT HISPANIC",25,68106,under 15 000,10.3
1980,NA,"WHITE, NOT HISPANIC",25,68106,15 000 to 24 999,9.9
1980,NA,"WHITE, NOT HISPANIC",25,68106,25 000 to 34 999,9.8
1980,NA,"WHITE, NOT HISPANIC",25,68106,35 000 to 49 999,14.5
1980,NA,"WHITE, NOT HISPANIC",25,68106,50 000 to 74 999,21.9
1980,NA,"WHITE, NOT HISPANIC",25,68106,75 000 to 99 999,14.9
1980,NA,"WHITE, NOT HISPANIC",25,68106,100 000 to 149 999,13
1980,NA,"WHITE, NOT HISPANIC",25,68106,150 000 to 199 999,3.6
1980,NA,"WHITE, NOT HISPANIC",25,68106,200 000 and over,2
1979,17,"WHITE, NOT HISPANIC",25,67203,under 15 000,10.2
1979,17,"WHITE, NOT HISPANIC",25,67203,15 000 to 24 999,9.4
1979,17,"WHITE, NOT HISPANIC",25,67203,25 000 to 34 999,9.8
1979,17,"WHITE, NOT HISPANIC",25,67203,35 000 to 49 999,14.2
1979,17,"WHITE, NOT HISPANIC",25,67203,50 000 to 74 999,21
1979,17,"WHITE, NOT HISPANIC",25,67203,75 000 to 99 999,16.1
1979,17,"WHITE, NOT HISPANIC",25,67203,100 000 to 149 999,13.2
1979,17,"WHITE, NOT HISPANIC",25,67203,150 000 to 199 999,3.8
1979,17,"WHITE, NOT HISPANIC",25,67203,200 000 and over,2.4
1978,NA,"WHITE, NOT HISPANIC",25,64836,under 15 000,10
1978,NA,"WHITE, NOT HISPANIC",25,64836,15 000 to 24 999,9.8
1978,NA,"WHITE, NOT HISPANIC",25,64836,25 000 to 34 999,9.7
1978,NA,"WHITE, NOT HISPANIC",25,64836,35 000 to 49 999,14
1978,NA,"WHITE, NOT HISPANIC",25,64836,50 000 to 74 999,21.5
1978,NA,"WHITE, NOT HISPANIC",25,64836,75 000 to 99 999,15.9
1978,NA,"WHITE, NOT HISPANIC",25,64836,100 000 to 149 999,13.4
1978,NA,"WHITE, NOT HISPANIC",25,64836,150 000 to 199 999,3.5
1978,NA,"WHITE, NOT HISPANIC",25,64836,200 000 and over,2.3
1977,NA,"WHITE, NOT HISPANIC",25,63721,under 15 000,10.4
1977,NA,"WHITE, NOT HISPANIC",25,63721,15 000 to 24 999,10.3
1977,NA,"WHITE, NOT HISPANIC",25,63721,25 000 to 34 999,10
1977,NA,"WHITE, NOT HISPANIC",25,63721,35 000 to 49 999,13.9
1977,NA,"WHITE, NOT HISPANIC",25,63721,50 000 to 74 999,21.9
1977,NA,"WHITE, NOT HISPANIC",25,63721,75 000 to 99 999,15.7
1977,NA,"WHITE, NOT HISPANIC",25,63721,100 000 to 149 999,12.6
1977,NA,"WHITE, NOT HISPANIC",25,63721,150 000 to 199 999,3.2
1977,NA,"WHITE, NOT HISPANIC",25,63721,200 000 and over,2.1
1976,18,"WHITE, NOT HISPANIC",25,62365,under 15 000,10.4
1976,18,"WHITE, NOT HISPANIC",25,62365,15 000 to 24 999,10.3
1976,18,"WHITE, NOT HISPANIC",25,62365,25 000 to 34 999,9.9
1976,18,"WHITE, NOT HISPANIC",25,62365,35 000 to 49 999,14.6
1976,18,"WHITE, NOT HISPANIC",25,62365,50 000 to 74 999,22.4
1976,18,"WHITE, NOT HISPANIC",25,62365,75 000 to 99 999,15.4
1976,18,"WHITE, NOT HISPANIC",25,62365,100 000 to 149 999,12.2
1976,18,"WHITE, NOT HISPANIC",25,62365,150 000 to 199 999,2.8
1976,18,"WHITE, NOT HISPANIC",25,62365,200 000 and over,1.9
1975,19,"WHITE, NOT HISPANIC",25,61533,under 15 000,10.8
1975,19,"WHITE, NOT HISPANIC",25,61533,15 000 to 24 999,10.6
1975,19,"WHITE, NOT HISPANIC",25,61533,25 000 to 34 999,10.3
1975,19,"WHITE, NOT HISPANIC",25,61533,35 000 to 49 999,14.5
1975,19,"WHITE, NOT HISPANIC",25,61533,50 000 to 74 999,22.7
1975,19,"WHITE, NOT HISPANIC",25,61533,75 000 to 99 999,15.2
1975,19,"WHITE, NOT HISPANIC",25,61533,100 000 to 149 999,11.6
1975,19,"WHITE, NOT HISPANIC",25,61533,150 000 to 199 999,2.7
1975,19,"WHITE, NOT HISPANIC",25,61533,200 000 and over,1.7
1974,"19,","WHITE, NOT HISPANIC",25,60164,under 15 000,10.5
1974,"19,","WHITE, NOT HISPANIC",25,60164,15 000 to 24 999,9.8
1974,"19,","WHITE, NOT HISPANIC",25,60164,25 000 to 34 999,9.5
1974,"19,","WHITE, NOT HISPANIC",25,60164,35 000 to 49 999,15
1974,"19,","WHITE, NOT HISPANIC",25,60164,50 000 to 74 999,22.7
1974,"19,","WHITE, NOT HISPANIC",25,60164,75 000 to 99 999,15.9
1974,"19,","WHITE, NOT HISPANIC",25,60164,100 000 to 149 999,11.9
1974,"19,","WHITE, NOT HISPANIC",25,60164,150 000 to 199 999,3
1974,"19,","WHITE, NOT HISPANIC",25,60164,200 000 and over,1.8
1973,NA,"WHITE, NOT HISPANIC",25,59236,under 15 000,10.4
1973,NA,"WHITE, NOT HISPANIC",25,59236,15 000 to 24 999,9.9
1973,NA,"WHITE, NOT HISPANIC",25,59236,25 000 to 34 999,8.9
1973,NA,"WHITE, NOT HISPANIC",25,59236,35 000 to 49 999,13.8
1973,NA,"WHITE, NOT HISPANIC",25,59236,50 000 to 74 999,22.8
1973,NA,"WHITE, NOT HISPANIC",25,59236,75 000 to 99 999,15.8
1973,NA,"WHITE, NOT HISPANIC",25,59236,100 000 to 149 999,12.9
1973,NA,"WHITE, NOT HISPANIC",25,59236,150 000 to 199 999,3.3
1973,NA,"WHITE, NOT HISPANIC",25,59236,200 000 and over,2.2
1972,21,"WHITE, NOT HISPANIC",25,58005,under 15 000,11.1
1972,21,"WHITE, NOT HISPANIC",25,58005,15 000 to 24 999,9.3
1972,21,"WHITE, NOT HISPANIC",25,58005,25 000 to 34 999,9.3
1972,21,"WHITE, NOT HISPANIC",25,58005,35 000 to 49 999,14.3
1972,21,"WHITE, NOT HISPANIC",25,58005,50 000 to 74 999,23.2
1972,21,"WHITE, NOT HISPANIC",25,58005,75 000 to 99 999,15.6
1972,21,"WHITE, NOT HISPANIC",25,58005,100 000 to 149 999,12
1972,21,"WHITE, NOT HISPANIC",25,58005,150 000 to 199 999,3
1972,21,"WHITE, NOT HISPANIC",25,58005,200 000 and over,2
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,under 15 000,16.8
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,15 000 to 24 999,11.5
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,25 000 to 34 999,11.3
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,35 000 to 49 999,13.5
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,50 000 to 74 999,16.9
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,75 000 to 99 999,9.8
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,100 000 to 149 999,10.9
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,150 000 to 199 999,4.3
2019,NA,BLACK ALONE OR IN COMBINATION,NA,18055,200 000 and over,4.9
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,under 15 000,18.7
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,15 000 to 24 999,12.6
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,25 000 to 34 999,11.4
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,35 000 to 49 999,13.9
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,50 000 to 74 999,16.4
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,75 000 to 99 999,9.7
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,100 000 to 149 999,9.7
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,150 000 to 199 999,4.2
2018,NA,BLACK ALONE OR IN COMBINATION,NA,18095,200 000 and over,3.4
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,under 15 000,18.6
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,15 000 to 24 999,12.5
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,25 000 to 34 999,12.2
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,35 000 to 49 999,13.8
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,50 000 to 74 999,15.9
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,75 000 to 99 999,9.6
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,100 000 to 149 999,10
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,150 000 to 199 999,3.7
2017,2,BLACK ALONE OR IN COMBINATION,NA,17813,200 000 and over,3.6
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,under 15 000,18.9
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,15 000 to 24 999,12.1
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,25 000 to 34 999,11.8
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,35 000 to 49 999,13.8
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,50 000 to 74 999,15.7
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,75 000 to 99 999,10.6
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,100 000 to 149 999,9.9
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,150 000 to 199 999,3.7
2017,NA,BLACK ALONE OR IN COMBINATION,NA,17801,200 000 and over,3.5
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,under 15 000,19.2
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,15 000 to 24 999,12.3
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,25 000 to 34 999,11.4
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,35 000 to 49 999,13.7
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,50 000 to 74 999,16.9
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,75 000 to 99 999,9.8
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,100 000 to 149 999,9.8
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,150 000 to 199 999,3.8
2016,NA,BLACK ALONE OR IN COMBINATION,NA,17505,200 000 and over,3.2
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,under 15 000,20.1
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,15 000 to 24 999,13.5
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,25 000 to 34 999,11.7
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,35 000 to 49 999,12.9
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,50 000 to 74 999,15.7
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,75 000 to 99 999,10.1
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,100 000 to 149 999,9.4
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,150 000 to 199 999,3.6
2015,NA,BLACK ALONE OR IN COMBINATION,NA,17322,200 000 and over,2.9
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,under 15 000,20.7
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,15 000 to 24 999,13.9
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,25 000 to 34 999,11.9
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,35 000 to 49 999,14.4
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,50 000 to 74 999,15.3
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,75 000 to 99 999,9
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,100 000 to 149 999,8.8
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,150 000 to 199 999,3.4
2014,NA,BLACK ALONE OR IN COMBINATION,NA,17198,200 000 and over,2.7
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,under 15 000,20.4
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,15 000 to 24 999,13.3
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,25 000 to 34 999,12.2
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,35 000 to 49 999,14.7
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,50 000 to 74 999,16.3
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,75 000 to 99 999,7.6
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,100 000 to 149 999,9.4
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,150 000 to 199 999,3.6
2013,3,BLACK ALONE OR IN COMBINATION,NA,16723,200 000 and over,2.5
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,under 15 000,20.5
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,15 000 to 24 999,14.4
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,25 000 to 34 999,11.6
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,35 000 to 49 999,15
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,50 000 to 74 999,15.4
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,75 000 to 99 999,8.7
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,100 000 to 149 999,8.9
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,150 000 to 199 999,3.2
2013,4,BLACK ALONE OR IN COMBINATION,NA,16855,200 000 and over,2.2
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,under 15 000,21.6
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,15 000 to 24 999,14.2
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,25 000 to 34 999,11.7
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,35 000 to 49 999,13.3
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,50 000 to 74 999,16.4
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,75 000 to 99 999,8.9
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,100 000 to 149 999,8.8
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,150 000 to 199 999,3.1
2012,NA,BLACK ALONE OR IN COMBINATION,NA,16559,200 000 and over,2.2
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,under 15 000,22.5
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,15 000 to 24 999,14
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,25 000 to 34 999,11.7
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,35 000 to 49 999,13.5
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,50 000 to 74 999,15.5
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,75 000 to 99 999,9
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,100 000 to 149 999,8.5
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,150 000 to 199 999,3.2
2011,NA,BLACK ALONE OR IN COMBINATION,NA,16165,200 000 and over,2.2
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,under 15 000,21.9
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,15 000 to 24 999,13.6
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,25 000 to 34 999,11.3
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,35 000 to 49 999,14.7
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,50 000 to 74 999,15.2
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,75 000 to 99 999,10
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,100 000 to 149 999,8.2
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,150 000 to 199 999,3.1
2010,5,BLACK ALONE OR IN COMBINATION,NA,15909,200 000 and over,2
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,under 15 000,19.7
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,15 000 to 24 999,13.5
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,25 000 to 34 999,11.8
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,35 000 to 49 999,14.8
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,50 000 to 74 999,16.3
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,75 000 to 99 999,9.8
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,100 000 to 149 999,9.1
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,150 000 to 199 999,2.9
2009,6,BLACK ALONE OR IN COMBINATION,NA,15212,200 000 and over,2.1
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,under 15 000,19.4
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,15 000 to 24 999,12.9
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,25 000 to 34 999,11.7
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,35 000 to 49 999,15.6
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,50 000 to 74 999,16.7
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,75 000 to 99 999,9.3
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,100 000 to 149 999,9.3
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,150 000 to 199 999,3.1
2008,NA,BLACK ALONE OR IN COMBINATION,NA,15056,200 000 and over,2.1
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,under 15 000,19.5
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,15 000 to 24 999,13.1
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,25 000 to 34 999,10.5
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,35 000 to 49 999,14.7
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,50 000 to 74 999,16.6
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,75 000 to 99 999,9.8
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,100 000 to 149 999,10.2
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,150 000 to 199 999,3.4
2007,NA,BLACK ALONE OR IN COMBINATION,NA,14976,200 000 and over,2.2
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,under 15 000,18.9
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,15 000 to 24 999,12.9
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,25 000 to 34 999,11.4
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,35 000 to 49 999,14.9
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,50 000 to 74 999,16.9
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,75 000 to 99 999,9.6
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,100 000 to 149 999,9.8
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,150 000 to 199 999,3.3
2006,NA,BLACK ALONE OR IN COMBINATION,NA,14709,200 000 and over,2.4
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,under 15 000,19.7
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,15 000 to 24 999,13.7
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,25 000 to 34 999,11.4
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,35 000 to 49 999,13.8
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,50 000 to 74 999,16.9
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,75 000 to 99 999,9.8
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,100 000 to 149 999,9.3
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,150 000 to 199 999,3.3
2005,NA,BLACK ALONE OR IN COMBINATION,NA,14399,200 000 and over,2.1
2004,7,BLACK ALONE OR IN COMBINATION,NA,14151,under 15 000,20.2
